                                        city      latitude          longitude
627                                  Brevard    28.2446658         -80.728624
628                                   Monroe    38.2722313        -90.1792484
629                                   Monroe    38.2722313        -90.1792484
630                                St. Lucie    27.3900897         -80.457904
631                               Fort Myers     26.640628        -81.8723084
632                                  Volusia    29.0533409        -81.1310761
633                                 Monterey     36.600256       -121.8946388
634                                  Volusia    29.0533409        -81.1310761
635                                    O'ahu   21.48349555   -158.03640389298
636                    French Frigate Shoals    23.8066952       -166.2608577
637                                    O'ahu   21.48349555   -158.03640389298
638                                    Lanai    29.8265009        -94.8208015
639                                Gun Beach     13.524776        144.8039553
640                                  Brevard    28.2446658         -80.728624
641                                St. Lucie    27.3900897         -80.457904
642                                  Brevard    28.2446658         -80.728624
643                                  Volusia    29.0533409        -81.1310761
644                                  Collier     26.087964        -81.3794941
645                                  Collier     26.087964        -81.3794941
646                                    O'ahu   21.48349555   -158.03640389298
647                                     Maui    20.7580586       -156.3105232
648                                     Maui    20.7580586       -156.3105232
649                                     Maui    20.7580586       -156.3105232
650                               Santa Cruz    36.9749416       -122.0285259
651                             Indian River    27.7041555        -80.5894422
652                                  Clatsop     45.980728       -123.6687499
653                                     Maui    20.7580586       -156.3105232
654                                     Gulf    29.9665252        -85.2175889
655                                  Volusia    29.0533409        -81.1310761
656                                  Volusia    29.0533409        -81.1310761
657                                  Volusia    29.0533409        -81.1310761
658                                San Mateo     37.496904       -122.3330573
659                            San Francisco    37.7792808       -122.4192363
660                                  Volusia    29.0533409        -81.1310761
661                                Del Norte    41.7261767         -123.91328
662                                   Sonoma    38.5110803       -122.8473388
663                                  Volusia    29.0533409        -81.1310761
664                                     Maui    20.7580586       -156.3105232
665                                  Volusia    29.0533409        -81.1310761
666                                  Collier     26.087964        -81.3794941
667                                    Horry    33.9204504        -78.9578973
668                              Folly Beach    32.6549967        -79.9406093
669                                   Onslow    34.7952348        -77.4215828
670                                  Volusia    29.0533409        -81.1310761
671                                San Diego    32.7174209       -117.1627714
672                                    Horry    33.9204504        -78.9578973
673                                    Horry    33.9204504        -78.9578973
674        Crystal Beach (east of Galveston)    29.4572611        -94.6389136
675                              New Hanover    34.2751052        -77.8818627
676                               Charleston    32.7876012        -79.9402728
677                                  Volusia    29.0533409        -81.1310761
678                                  Volusia    29.0533409        -81.1310761
679                                  Volusia    29.0533409        -81.1310761
680                                Galveston     29.299328        -94.7945882
681                                      Lee    41.7459056        -89.2888533
682                                     Gulf    29.9665252        -85.2175889
683                                   Walton    30.6204939        -86.1912678
684                                     Maui    20.7580586       -156.3105232
685                                  Brevard    28.2446658         -80.728624
686                               Charleston    32.7876012        -79.9402728
687                                    Ocean     39.977818        -74.3319287
688                           Corpus Christi    27.8002542        -97.3955744
689                     Daytona Beach Shores    29.1760933        -80.9828323
690                                 Pinellas    27.8778904        -82.7329309
691                                     Maui    20.7580586       -156.3105232
692                     Off Sullivans Island    32.7616052        -79.8365159
693                                     Maui    20.7580586       -156.3105232
694                                 Sarasota    27.3364347        -82.5306527
695                                 St. John    18.3355244  -64.7549846644977
696                                  Cameron    41.4586993        -78.1931833
697                                    Duval    30.3540073        -81.6632109
698                                   Monroe    38.2722313        -90.1792484
699                          Fort Lauderdale    26.1223084        -80.1433786
700                                 Humboldt    40.5997415       -123.8997734
701            Point Reyes National Seashore   38.07053155  -122.917612193422
702                                 Moloka'i    34.3673708       -118.5066429
703                          San Luis Obispo    35.2827525       -120.6596156
704                                   Orange    33.7500378       -117.8704931
705                              Gold  Beach     42.407333        -124.421774
706                       South Padre Island    26.1036887        -97.1646938
707                                    Horry    33.9204504        -78.9578973
708                                  Brevard    28.2446658         -80.728624
709                                   Orange    33.7500378       -117.8704931
710                                Mendocino    39.3176491       -123.4126399
711                                 Pinellas    27.8778904        -82.7329309
712                                  Brevard    28.2446658         -80.728624
713                                     Dare    35.6333866        -75.6869011
714                              New Hanover    34.2751052        -77.8818627
715                         Galveston Island    29.2221833          -94.90881
716                                 Brazoria      29.18161        -95.4993375
717                                  Baldwin    30.5677527        -87.7324392
718                                San Diego    32.7174209       -117.1627714
719                             Indian River    27.7041555        -80.5894422
720                                  Volusia    29.0533409        -81.1310761
721                         Galveston Island    29.2221833          -94.90881
722                                   Sonoma    38.5110803       -122.8473388
723                               St. John's    29.9032284        -81.4145468
724          St. Augustine  St. Johns County    29.8946952        -81.3145395
725                                     Maui    20.7580586       -156.3105232
726                               Palm Beach    26.6279798        -80.4494174
727                                  Brevard    28.2446658         -80.728624
728                                      Lee    41.7459056        -89.2888533
729                                  Punaluu    21.5852655   -157.88898114549
730                                    Kauai    22.0603342        -159.503094
731                                  Brevard    28.2446658         -80.728624
732                                  Volusia    29.0533409        -81.1310761
733                                St. Johns    29.9032284        -81.4145468
734                                   Kaua'i    22.0603342        -159.503094
735                                  Volusia    29.0533409        -81.1310761
736                              Honolua Bay    21.0177778          -156.6425
737                              Palm Beach?    26.6279798        -80.4494174
738                               Palm Beach    26.6279798        -80.4494174
739                                  Volusia    29.0533409        -81.1310761
740                                  Volusia    29.0533409        -81.1310761
741                                     Maui    20.7580586       -156.3105232
742                                  Volusia    29.0533409        -81.1310761
743                                  Volusia    29.0533409        -81.1310761
744                                  Volusia    29.0533409        -81.1310761
745                                  Volusia    29.0533409        -81.1310761
746                                  Volusia    29.0533409        -81.1310761
747                               Charleston    32.7876012        -79.9402728
748                          San Luis Obispo    35.2827525       -120.6596156
749                              Los Angeles    34.0536834       -118.2427669
750                                  Volusia    29.0533409        -81.1310761
751                                  Volusia    29.0533409        -81.1310761
752                                  Volusia    29.0533409        -81.1310761
753                                  Brevard    28.2446658         -80.728624
754                                  Volusia    29.0533409        -81.1310761
755     St Augustine Beach. St. Johns County    29.8508613        -81.2716634
756                                  Brevard    28.2446658         -80.728624
757                                     Oahu   21.48349555   -158.03640389298
758                              New Hanover    34.2751052        -77.8818627
759                                  Volusia    29.0533409        -81.1310761
760                               Palm Beach    26.6279798        -80.4494174
761                                  Volusia    29.0533409        -81.1310761
762                                  Volusia    29.0533409        -81.1310761
763                                  Volusia    29.0533409        -81.1310761
764                                  Brevard    28.2446658         -80.728624
765                                  Brevard    28.2446658         -80.728624
766                                  Brevard    28.2446658         -80.728624
767                                  Volusia    29.0533409        -81.1310761
768                                  Volusia    29.0533409        -81.1310761
769                                  Volusia    29.0533409        -81.1310761
770                                  Brevard    28.2446658         -80.728624
771                                  Brevard    28.2446658         -80.728624
772                                  Brevard    28.2446658         -80.728624
773                                  Volusia    29.0533409        -81.1310761
774                             Hillsborough    27.9184543        -82.3488057
775                               Palm Beach    26.6279798        -80.4494174
776                                   Sonoma    38.5110803       -122.8473388
777                               Ka'anapali     20.933395  -156.683428821986
778                                  Volusia    29.0533409        -81.1310761
779                                  Volusia    29.0533409        -81.1310761
780                                     Maui    20.7580586       -156.3105232
781                                  Brevard    28.2446658         -80.728624
782                                  Volusia    29.0533409        -81.1310761
783                                  Volusia    29.0533409        -81.1310761
784                                  Volusia    29.0533409        -81.1310761
785                                  Volusia    29.0533409        -81.1310761
786                                  Brevard    28.2446658         -80.728624
787                                    O'ahu   21.48349555   -158.03640389298
788                                   Monroe    38.2722313        -90.1792484
789                             Cape Kiwanda    45.2176668       -123.9788032
790                                 Humboldt    40.5997415       -123.8997734
791                                   Kaua'i    22.0603342        -159.503094
792                                  Volusia    29.0533409        -81.1310761
793                                    O'ahu   21.48349555   -158.03640389298
794                                  Volusia    29.0533409        -81.1310761
795                             Indian River    27.7041555        -80.5894422
796                                  Volusia    29.0533409        -81.1310761
797                                   Pender    34.5294394        -77.8959525
798                                    Horry    33.9204504        -78.9578973
799                                 Carteret    34.8496625        -76.5931208
800                                  Volusia    29.0533409        -81.1310761
801                              New Hanover    34.2751052        -77.8818627
802                                  Volusia    29.0533409        -81.1310761
803                                   Kaua'i    22.0603342        -159.503094
804                                 St Johns    29.9032284        -81.4145468
805                                    Marin    38.0409144       -122.6199638
806                                 Franklin    37.9765409        -88.9335327
807                             Marco Island    25.9363356        -81.7156832
808                               Palm Beach    26.6279798        -80.4494174
809                                  Collier     26.087964        -81.3794941
810                                St. Johns    29.9032284        -81.4145468
811                                  Volusia    29.0533409        -81.1310761
812                                  Volusia    29.0533409        -81.1310761
813                                  Broward    26.1598074        -80.4623642
814                                   Kaua'i    22.0603342        -159.503094
815                                  Brevard    28.2446658         -80.728624
816                                  Volusia    29.0533409        -81.1310761
817                                  Broward    26.1598074        -80.4623642
818                                  Volusia    29.0533409        -81.1310761
819                                     Maui    20.7580586       -156.3105232
820                                     Maui    20.7580586       -156.3105232
821                                  Volusia    29.0533409        -81.1310761
822                                  Volusia    29.0533409        -81.1310761
823                                  Broward    26.1598074        -80.4623642
824                                   Onslow    34.7952348        -77.4215828
825                                   Monroe    38.2722313        -90.1792484
826                                     Dare    35.6333866        -75.6869011
827                                     Dare    35.6333866        -75.6869011
828                            Duval Country      28.00515         -82.587776
829                            Princess Anne    38.2028428        -75.6920008
830                                  Manatee    27.5213933        -82.3801566
831                                  Volusia    29.0533409        -81.1310761
832                                  Volusia    29.0533409        -81.1310761
833                                  Volusia    29.0533409        -81.1310761
834                                  Volusia    29.0533409        -81.1310761
835                                  Volusia    29.0533409        -81.1310761
836                                  Volusia    29.0533409        -81.1310761
837                                  Volusia    29.0533409        -81.1310761
838                                  Volusia    29.0533409        -81.1310761
839                                  Volusia    29.0533409        -81.1310761
840                                  Volusia    29.0533409        -81.1310761
841                                  Volusia    29.0533409        -81.1310761
842                                    Horry    33.9204504        -78.9578973
843                                   Monroe    38.2722313        -90.1792484
844                                   Monroe    38.2722313        -90.1792484
845                           Chatham Island   45.54213895  -122.332500280116
846                                 Escambia    30.6625885        -87.3451089
847                                   Nassau    40.7412643        -73.5877699
848           Gulf Islands National Seashore    30.2369736  -88.6804295350445
849                               Charleston    32.7876012        -79.9402728
850           Padre Island National Seashore   27.04553605  -97.3978907534841
851                          Catalina Island     55.547598       -133.2926695
852                               Charleston    32.7876012        -79.9402728
853                         Galveston Island    29.2221833          -94.90881
854                                 Beaufort    32.4315813        -80.6698286
855                                    Duval    30.3540073        -81.6632109
856                                  Volusia    29.0533409        -81.1310761
857                                  Volusia    29.0533409        -81.1310761
858                                  Volusia    29.0533409        -81.1310761
859                                 St Lucie    27.3900897         -80.457904
860                                  Volusia    29.0533409        -81.1310761
861                                  Volusia    29.0533409        -81.1310761
862                                  Volusia    29.0533409        -81.1310761
863                                  Volusia    29.0533409        -81.1310761
864                                  Volusia    29.0533409        -81.1310761
865                                    O'ahu   21.48349555   -158.03640389298
866                                  Volusia    29.0533409        -81.1310761
867                                  Volusia    29.0533409        -81.1310761
868                                     Oahu   21.48349555   -158.03640389298
869                                San Diego    32.7174209       -117.1627714
870                                      Lee    41.7459056        -89.2888533
871                                  Flagler    29.4844412        -81.2917415
872                                 Humboldt    40.5997415       -123.8997734
873                                 St Lucie    27.3900897         -80.457904
874                                  Olowalu    20.8123394       -156.6214402
875                             Indian River    27.7041555        -80.5894422
876                               Palm Beach    26.6279798        -80.4494174
877                                  Volusia    29.0533409        -81.1310761
878                                  Volusia    29.0533409        -81.1310761
879                              New Hanover    34.2751052        -77.8818627
880                                San Mateo     37.496904       -122.3330573
881                               Charleston    32.7876012        -79.9402728
882                                 St Lucie    27.3900897         -80.457904
883                  Indian River or Brevard    27.9216296        -80.5171853
884                                  Volusia    29.0533409        -81.1310761
885                             Indian River    27.7041555        -80.5894422
886                                  Volusia    29.0533409        -81.1310761
887                                  Volusia    29.0533409        -81.1310761
888                                 Pinellas    27.8778904        -82.7329309
889                     Prince William Sound        60.615       -147.1680556
890                                 Carteret    34.8496625        -76.5931208
891                                     Maui    20.7580586       -156.3105232
892                                    Duval    30.3540073        -81.6632109
893                                St. Johns    29.9032284        -81.4145468
894                                 Carteret    34.8496625        -76.5931208
895                                  Volusia    29.0533409        -81.1310761
896                                   Monroe    38.2722313        -90.1792484
897                              New Hanover    34.2751052        -77.8818627
898                                  Volusia    29.0533409        -81.1310761
899                                  Volusia    29.0533409        -81.1310761
900                           Corpus Christi    27.8002542        -97.3955744
901                                Currituck    36.3918723        -75.9118432
902                                  Volusia    29.0533409        -81.1310761
903                                  Manatee    27.5213933        -82.3801566
904                                  Volusia    29.0533409        -81.1310761
905                                  Volusia    29.0533409        -81.1310761
906                                 Escambia    30.6625885        -87.3451089
907                           Corpus Christi    27.8002542        -97.3955744
908                                  Baldwin    30.5677527        -87.7324392
909                                  Baldwin    30.5677527        -87.7324392
910                                  Volusia    29.0533409        -81.1310761
911                                  Volusia    29.0533409        -81.1310761
912                               Palm Beach    26.6279798        -80.4494174
913                               Palm Beach    26.6279798        -80.4494174
914                                  Brevard    28.2446658         -80.728624
915                               Palm Beach    26.6279798        -80.4494174
916                               Palm Beach    26.6279798        -80.4494174
917                               Palm Beach    26.6279798        -80.4494174
918                               North Kona    19.7834128  -155.826953904185
919                               Santa Cruz    36.9749416       -122.0285259
920                                  Volusia    29.0533409        -81.1310761
921                               Palm Beach    26.6279798        -80.4494174
922                                  Brevard    28.2446658         -80.728624
923                                  Volusia    29.0533409        -81.1310761
924                                San Mateo     37.496904       -122.3330573
925                                  Brevard    28.2446658         -80.728624
926                               Charleston    32.7876012        -79.9402728
927                                St. Lucie    27.3900897         -80.457904
928                                   Orange    33.7500378       -117.8704931
929                                  Volusia    29.0533409        -81.1310761
930                                  Volusia    29.0533409        -81.1310761
931                              New Hanover    34.2751052        -77.8818627
932                                  Volusia    29.0533409        -81.1310761
933                                    Horry    33.9204504        -78.9578973
934                                  Volusia    29.0533409        -81.1310761
935                                   Monroe    38.2722313        -90.1792484
936                               Charleston    32.7876012        -79.9402728
937                                 Escambia    30.6625885        -87.3451089
938                                 Franklin    37.9765409        -88.9335327
939                                  Volusia    29.0533409        -81.1310761
940                                    Duval    30.3540073        -81.6632109
941                               Palm Beach    26.6279798        -80.4494174
942                               Palm Beach    26.6279798        -80.4494174
943                                     Maui    20.7580586       -156.3105232
944                                   Kaua'i    22.0603342        -159.503094
945                                West Maui    20.7580586       -156.3105232
946                                  Volusia    29.0533409        -81.1310761
947                             Indian River    27.7041555        -80.5894422
948                                  Volusia    29.0533409        -81.1310761
949                             Indian River    27.7041555        -80.5894422
950                           Winchester Bay    43.6770608       -124.1748369
951                               Palm Beach    26.6279798        -80.4494174
952                             Indian River    27.7041555        -80.5894422
953                                  Volusia    29.0533409        -81.1310761
954                                  Volusia    29.0533409        -81.1310761
955                                  Volusia    29.0533409        -81.1310761
956                                    Marin    38.0409144       -122.6199638
957                           Virginia Beach    36.8529841        -75.9774183
958                                  Volusia    29.0533409        -81.1310761
959                                  Volusia    29.0533409        -81.1310761
960                                  Volusia    29.0533409        -81.1310761
961                                  Volusia    29.0533409        -81.1310761
962                                St. Lucie    27.3900897         -80.457904
963                           Gleneden Beach    44.8789911       -124.0346728
964                                   Monroe    38.2722313        -90.1792484
965                               Palm Beach    26.6279798        -80.4494174
966                                  Broward    26.1598074        -80.4623642
967                                  Broward    26.1598074        -80.4623642
968                            Kaua'i Island   22.05046655   -159.55876775017
969                                St. Lucie    27.3900897         -80.457904
970                                St. Lucie    27.3900897         -80.457904
971                                  Volusia    29.0533409        -81.1310761
972                         Volusia County      29.0533409        -81.1310761
973                                  Volusia    29.0533409        -81.1310761
974                                  Volusia    29.0533409        -81.1310761
975                                  Volusia    29.0533409        -81.1310761
976                                  Volusia    29.0533409        -81.1310761
977                                 Humboldt    40.5997415       -123.8997734
978                                  Volusia    29.0533409        -81.1310761
979                                  Volusia    29.0533409        -81.1310761
980                                  Volusia    29.0533409        -81.1310761
981                                Galveston     29.299328        -94.7945882
982                                   Monroe    38.2722313        -90.1792484
983                                  Volusia    29.0533409        -81.1310761
984                                  Volusia    29.0533409        -81.1310761
985                                    Horry    33.9204504        -78.9578973
986                                     Oahu   21.48349555   -158.03640389298
987                        Palm Beach County    26.6279798        -80.4494174
988                                  Volusia    29.0533409        -81.1310761
989                                  Flagler    29.4844412        -81.2917415
990                                  Flagler    29.4844412        -81.2917415
991                                    O'ahu   21.48349555   -158.03640389298
992                                   Sonoma    38.5110803       -122.8473388
993                               Palm Beach    26.6279798        -80.4494174
994                                  Brevard    28.2446658         -80.728624
995                                   Sonoma    38.5110803       -122.8473388
996                                  Volusia    29.0533409        -81.1310761
997                                  Volusia    29.0533409        -81.1310761
998                                  Volusia    29.0533409        -81.1310761
999                                  Volusia    29.0533409        -81.1310761
1000                                   Horry    33.9204504        -78.9578973
1001                                    Maui    20.7580586       -156.3105232
1002                           Tomales Point    38.2468075  -122.906304610241
1003                                Sarasota    27.3364347        -82.5306527
1004                                 Collier     26.087964        -81.3794941
1005                              Barnstable    41.7001132        -70.2994666
1006                                 Volusia    29.0533409        -81.1310761
1007                                    Maui    20.7580586       -156.3105232
1008                                 Volusia    29.0533409        -81.1310761
1009                                Sarasota    27.3364347        -82.5306527
1010                                Beaufort    32.4315813        -80.6698286
1011                                 Volusia    29.0533409        -81.1310761
1012                                 Volusia    29.0533409        -81.1310761
1013                                   O'ahu   21.48349555   -158.03640389298
1014                               St. Louis    38.6268039        -90.1994097
1015                                  Monroe    38.2722313        -90.1792484
1016                                    Maui    20.7580586       -156.3105232
1017                      Southwest of O'ahu     7.0617128        125.5070789
1018                                  Kaua'i    22.0603342        -159.503094
1019                               St. Lucie    27.3900897         -80.457904
1020                                 Volusia    29.0533409        -81.1310761
1021                               St. Johns    29.9032284        -81.4145468
1022                               St. Lucie    27.3900897         -80.457904
1023                              Santa Cruz    36.9749416       -122.0285259
1024                                 Volusia    29.0533409        -81.1310761
1025                                  Monroe    38.2722313        -90.1792484
1026                                Humboldt    40.5997415       -123.8997734
1027                               St. Lucie    27.3900897         -80.457904
1028                                   Horry    33.9204504        -78.9578973
1029                               St. Johns    29.9032284        -81.4145468
1030                                 Volusia    29.0533409        -81.1310761
1031                             New Hanover    34.2751052        -77.8818627
1032                             New Hanover    34.2751052        -77.8818627
1033                                 Volusia    29.0533409        -81.1310761
1034                      Cape Lookout Bight    34.5996922        -76.5366257
1035                                 Volusia    29.0533409        -81.1310761
1036                                Carteret    34.8496625        -76.5931208
1037                                 Volusia    29.0533409        -81.1310761
1038                                   Horry    33.9204504        -78.9578973
1039                                 Volusia    29.0533409        -81.1310761
1040                                 Volusia    29.0533409        -81.1310761
1041                                 Volusia    29.0533409        -81.1310761
1042                                 Volusia    29.0533409        -81.1310761
1043                                 Volusia    29.0533409        -81.1310761
1044                              Georgetown    38.2097967        -84.5588311
1045                              Georgetown    38.2097967        -84.5588311
1046                                 Volusia    29.0533409        -81.1310761
1047                            Port Aransas    27.8332175        -97.0618324
1048                                Monterey     36.600256       -121.8946388
1049                               San Diego    32.7174209       -117.1627714
1050                                 Chatham    31.9668887        -81.0626008
1051                                   Horry    33.9204504        -78.9578973
1052                                    Maui    20.7580586       -156.3105232
1053                            Indian River    27.7041555        -80.5894422
1054                                 Volusia    29.0533409        -81.1310761
1055                                 Volusia    29.0533409        -81.1310761
1056                                  Kaua'i    22.0603342        -159.503094
1057                           Santa Barbara    34.4221319       -119.7026673
1058                                  Kaua'i    22.0603342        -159.503094
1059                                  Kaua'i    22.0603342        -159.503094
1060                              Miami-Dade    25.6364246        -80.4989467
1061                                 Brevard    28.2446658         -80.728624
1062                                Beaufort    32.4315813        -80.6698286
1063                  Oswald West State Park   45.77154895  -123.957878786252
1064                         Florida Straits     34.729051        -76.5710368
1065                                 Volusia    29.0533409        -81.1310761
1066                                 Volusia    29.0533409        -81.1310761
1067                                 Volusia    29.0533409        -81.1310761
1068                                   Duval    30.3540073        -81.6632109
1069                                 Brevard    28.2446658         -80.728624
1070                                 Volusia    29.0533409        -81.1310761
1071                                 Volusia    29.0533409        -81.1310761
1072                               San Diego    32.7174209       -117.1627714
1073                              Palm Beach    26.6279798        -80.4494174
1074                              Kailua Bay    21.4127778       -157.7380556
1075                                St Lucie    27.3900897         -80.457904
1076                                  Kaua'i    22.0603342        -159.503094
1077                                Humboldt    40.5997415       -123.8997734
1078                            Indian River    27.7041555        -80.5894422
1079                                  Sonoma    38.5110803       -122.8473388
1080                                   Duval    30.3540073        -81.6632109
1081                                 Volusia    29.0533409        -81.1310761
1082                                    Maui    20.7580586       -156.3105232
1083                           Pamlico Sound    35.2630619        -75.5696177
1084                               Mendocino    39.3176491       -123.4126399
1085                                 Volusia    29.0533409        -81.1310761
1086                                   O'ahu   21.48349555   -158.03640389298
1087                              Palm Beach    26.6279798        -80.4494174
1088                                    Maui    20.7580586       -156.3105232
1089                               San Mateo     37.496904       -122.3330573
1090                                    Coos    43.2184144        -124.109621
1091                                Moloka'i    34.3673708       -118.5066429
1092                                   O'ahu   21.48349555   -158.03640389298
1093                               San Diego    32.7174209       -117.1627714
1094                               San Mateo     37.496904       -122.3330573
1095                           Santa Barbara    34.4221319       -119.7026673
1096                                St Lucie    27.3900897         -80.457904
1097                                   O'ahu   21.48349555   -158.03640389298
1098                           Santa Barbara    34.4221319       -119.7026673
1099                                   O'ahu   21.48349555   -158.03640389298
1100                                   Curry    42.4265426        -124.216879
1101                                 Volusia    29.0533409        -81.1310761
1102                                    Maui    20.7580586       -156.3105232
1103                               Del Norte    41.7261767         -123.91328
1104                              Palm Beach    26.6279798        -80.4494174
1105                                   O'ahu   21.48349555   -158.03640389298
1106                                Sarasota    27.3364347        -82.5306527
1107                                 Douglas    39.7628415        -88.2170516
1108                                   O'ahu   21.48349555   -158.03640389298
1109                               Mendocino    39.3176491       -123.4126399
1110                                    Maui    20.7580586       -156.3105232
1111                                    Maui    20.7580586       -156.3105232
1112                                    Maui    20.7580586       -156.3105232
1113                                 Brevard    28.2446658         -80.728624
1114                              Santa Cruz    36.9749416       -122.0285259
1115                                   Horry    33.9204504        -78.9578973
1116                            Indian River    27.7041555        -80.5894422
1117                             Florida Bay    25.0004073        -80.7497882
1118                                  Monroe    38.2722313        -90.1792484
1119                               Davenport    41.5236436        -90.5776368
1120                                   Duval    30.3540073        -81.6632109
1121                            Hillsborough    27.9184543        -82.3488057
1122                                   O'ahu   21.48349555   -158.03640389298
1123                      Baltimore Aquarium   39.28454535   -76.606987752325
1124                                 Volusia    29.0533409        -81.1310761
1125                                   O'ahu   21.48349555   -158.03640389298
1126                               Tillamook     45.455921        -123.844429
1127                                Monterey     36.600256       -121.8946388
1128                              Palm Beach    26.6279798        -80.4494174
1129                                 Brevard    28.2446658         -80.728624
1130                                 Brevard    28.2446658         -80.728624
1131                              Palm Beach    26.6279798        -80.4494174
1132                                  Kaua'i    22.0603342        -159.503094
1133                                  Sonoma    38.5110803       -122.8473388
1134                                Humboldt    40.5997415       -123.8997734
1135                              Palm Beach    26.6279798        -80.4494174
1136                                Humboldt    40.5997415       -123.8997734
1137                                  Nueces    27.7153774        -97.6199942
1138                                  Nueces    27.7153774        -97.6199942
1139                                  Nueces    27.7153774        -97.6199942
1140                                Escambia    30.6625885        -87.3451089
1141                                   O'ahu   21.48349555   -158.03640389298
1142                                   O'ahu   21.48349555   -158.03640389298
1143                            Indian River    27.7041555        -80.5894422
1144                               San Mateo     37.496904       -122.3330573
1145                                 Hawai'i    21.2160437        -157.975203
1146                                   O'ahu   21.48349555   -158.03640389298
1147                                   O'ahu   21.48349555   -158.03640389298
1148                          Surfside Beach    33.6060031        -78.9730887
1149                             New Hanover    34.2751052        -77.8818627
1150                             Los Angeles    34.0536834       -118.2427669
1151                        Farallon Islands    37.7332634       -123.0344446
1152                                    Dare    35.6333866        -75.6869011
1153                                St Johns    29.9032284        -81.4145468
1154                                 Brevard    28.2446658         -80.728624
1155                               Matagorda    28.8879823        -96.0035095
1156                                  Kaua'i    22.0603342        -159.503094
1157                              Palm Beach    26.6279798        -80.4494174
1158                            Grays Harbor    47.1744169       -123.8658829
1159                                Monterey     36.600256       -121.8946388
1160                                    Maui    20.7580586       -156.3105232
1161                             Los Angeles    34.0536834       -118.2427669
1162                             Los Angeles    34.0536834       -118.2427669
1163                                Moloka'i    34.3673708       -118.5066429
1164                                  Kaua'i    22.0603342        -159.503094
1165                                 Clatsop     45.980728       -123.6687499
1166                              Palm Beach    26.6279798        -80.4494174
1167                               St. Lucie    27.3900897         -80.457904
1168                                 Brevard    28.2446658         -80.728624
1169                                 Volusia    29.0533409        -81.1310761
1170                             New Orleans    29.9499323        -90.0701156
1171                               Del Norte    41.7261767         -123.91328
1172                                 Volusia    29.0533409        -81.1310761
1173                                Beaufort    32.4315813        -80.6698286
1174                                 Volusia    29.0533409        -81.1310761
1175                                 Volusia    29.0533409        -81.1310761
1176                                 Brevard    28.2446658         -80.728624
1177                                 Brevard    28.2446658         -80.728624
1178                         San Luis Obispo    35.2827525       -120.6596156
1179                                    Maui    20.7580586       -156.3105232
1180                              Palm Beach    26.6279798        -80.4494174
1181                              Palm Beach    26.6279798        -80.4494174
1182                              Palm Beach    26.6279798        -80.4494174
1183                                  Kaua'i    22.0603342        -159.503094
1184                              Palm Beach    26.6279798        -80.4494174
1185                              Palm Beach    26.6279798        -80.4494174
1186                               San Mateo     37.496904       -122.3330573
1187                                 Brevard    28.2446658         -80.728624
1188                               San Mateo     37.496904       -122.3330573
1189                                 Volusia    29.0533409        -81.1310761
1190                              Winyah Bay    33.2662776         -79.233105
1191                                  Monroe    38.2722313        -90.1792484
1192                                   Horry    33.9204504        -78.9578973
1193                               St. Johns    29.9032284        -81.4145468
1194                                 Hawai'i    21.2160437        -157.975203
1195                              Palm Beach    26.6279798        -80.4494174
1196                                 Volusia    29.0533409        -81.1310761
1197                     Monterey California     36.600256       -121.8946388
1198                                 Volusia    29.0533409        -81.1310761
1199                                 Brevard    28.2446658         -80.728624
1200                                     Lee    41.7459056        -89.2888533
1201                               Tampa Bay    27.6886419        -82.5723193
1202                             New Hanover    34.2751052        -77.8818627
1203                                   Horry    33.9204504        -78.9578973
1204                                   Kauai    22.0603342        -159.503094
1205                              Palm Beach    26.6279798        -80.4494174
1206                      New Hanover County    34.2751052        -77.8818627
1207                        Farallon Islands    37.7332634       -123.0344446
1208                           Santa Barbara    34.4221319       -119.7026673
1209                                  Kaua'i    22.0603342        -159.503094
1210                                   O'ahu   21.48349555   -158.03640389298
1211                                 Baldwin    30.5677527        -87.7324392
1212                                   Marin    38.0409144       -122.6199638
1213                              Palm Beach    26.6279798        -80.4494174
1214                                St Lucie    27.3900897         -80.457904
1215                                Beaufort    32.4315813        -80.6698286
1216                                 Volusia    29.0533409        -81.1310761
1217                                Hernando    28.5710156        -82.4605068
1218                                 Volusia    29.0533409        -81.1310761
1219                                 Volusia    29.0533409        -81.1310761
1220                                Humboldt    40.5997415       -123.8997734
1221                              Charleston    32.7876012        -79.9402728
1222                             Los Angeles    34.0536834       -118.2427669
1223                              Palm Beach    26.6279798        -80.4494174
1224                           Santa Barbara    34.4221319       -119.7026673
1225                                 Brevard    28.2446658         -80.728624
1226                            Key Biscayne    25.6968351        -80.1635261
1227                            Indian River    27.7041555        -80.5894422
1228                            Indian River    27.7041555        -80.5894422
1229                              Palm Beach    26.6279798        -80.4494174
1230                               Tillamook     45.455921        -123.844429
1231                                   Marin    38.0409144       -122.6199638
1232                          Volusia County    29.0533409        -81.1310761
1233                                 Brevard    28.2446658         -80.728624
1234                          Volusia County    29.0533409        -81.1310761
1235                               San Diego    32.7174209       -117.1627714
1236                               San Mateo     37.496904       -122.3330573
1237                                  Citrus    28.8512851        -82.5141209
1238                      South Padre Island    26.1036887        -97.1646938
1239                      South Padre Island    26.1036887        -97.1646938
1240                                   O'ahu   21.48349555   -158.03640389298
1241                              Palm Beach    26.6279798        -80.4494174
1242                                 Brevard    28.2446658         -80.728624
1243                                 Volusia    29.0533409        -81.1310761
1244                              Palm Beach    26.6279798        -80.4494174
1245                               Tillamook     45.455921        -123.844429
